onset	duration	trial_type	language
129.0	1.5	MUSIC	CN
130.5	1.5	ART	CN
132.0	1.5	RUN	CN
133.5	1.5	DRINK	CN
135.0	1.5	FATHER	CN
136.5	1.5	BREAD	CN
138.0	1.5	CLASSMATE	CN
139.5	1.5	TV	CN
141.0	1.5	FRUIT	CN
142.5	1.5	VEGETABLE	CN
144.0	1.5	MOTHER	CN
145.5	1.5	MUSIC	CN
147.0	1.5	SPORT	CN
148.5	1.5	TEACHER	CN
150.0	1.5	RICE	CN
151.5	1.5	EAT	CN
153.0	1.5	CAR	CN
154.5	1.5	PHONE	CN
156.0	1.5	DRINK	CN
157.5	1.5	ART	CN
159.0	1.5	SUBWAY	CN
160.5	1.5	CHINESE	CN
162.0	1.5	SLEEP	CN
163.5	1.5	RUN	CN
165.0	1.5	BOOK	CN
166.5	1.5	APPLE	CN
168.0	1.5	EAR	CN
169.5	1.5	MORNING	CN
171.0	1.5	CHINA	CN
172.5	1.5	AFTERNOON	CN
174.0	1.5	NOSE	CN
175.5	1.5	MOUTH	CN
177.0	1.5	PARK	CN
178.5	1.5	EVENING	CN
180.0	1.5	MORNING	CN
181.5	1.5	PARK	CN
183.0	1.5	CHINA	CN
184.5	1.5	MOUTH	CN
186.0	1.5	AFTERNOON	CN
187.5	1.5	NOSE	CN
189.0	1.5	BOOK	CN
190.5	1.5	EVENING	CN
192.0	1.5	APPLE	CN
193.5	1.5	EAR	CN
195.0	1.5	PARK	CN
196.5	1.5	MOUTH	CN
198.0	1.5	CHINA	CN
199.5	1.5	NOSE	CN
201.0	1.5	MORNING	CN
202.5	1.5	AFTERNOON	CN
204.0	1.5	BOOK	CN
205.5	1.5	EAR	CN
207.0	1.5	APPLE	CN
208.5	1.5	EVENING	CN
210.0	1.5	FATHER	CN
211.5	1.5	MOTHER	CN
213.0	1.5	TEACHER	CN
214.5	1.5	CLASSMATE	CN
216.0	1.5	FRUIT	CN
217.5	1.5	VEGETABLE	CN
219.0	1.5	RICE	CN
220.5	1.5	BREAD	CN
222.0	1.5	CAR	CN
223.5	1.5	PHONE	CN
225.0	1.5	SUBWAY	CN
226.5	1.5	TV	CN
228.0	1.5	CHINESE	CN
229.5	1.5	MUSIC	CN
231.0	1.5	ART	CN
232.5	1.5	SPORT	CN
234.0	1.5	RUN	CN
235.5	1.5	SLEEP	CN
237.0	1.5	EAT	CN
238.5	1.5	DRINK	CN
240.0	1.5	CLASSMATE	CN
241.5	1.5	VEGETABLE	CN
243.0	1.5	TEACHER	CN
244.5	1.5	CAR	CN
246.0	1.5	RICE	CN
247.5	1.5	TV	CN
249.0	1.5	SUBWAY	CN
250.5	1.5	PHONE	CN
252.0	1.5	FRUIT	CN
253.5	1.5	MUSIC	CN
255.0	1.5	CHINESE	CN
256.5	1.5	BREAD	CN
258.0	1.5	SPORT	CN
259.5	1.5	ART	CN
261.0	1.5	MOTHER	CN
262.5	1.5	RUN	CN
264.0	1.5	DRINK	CN
265.5	1.5	EAT	CN
267.0	1.5	VEGETABLE	CN
268.5	1.5	FATHER	CN
270.0	1.5	BREAD	CN
271.5	1.5	SLEEP	CN
273.0	1.5	TV	CN
274.5	1.5	CLASSMATE	CN
276.0	1.5	MOTHER	CN
277.5	1.5	TEACHER	CN
279.0	1.5	FRUIT	CN
280.5	1.5	RICE	CN
282.0	1.5	CAR	CN
283.5	1.5	SPORT	CN
285.0	1.5	PHONE	CN
286.5	1.5	DRINK	CN
288.0	1.5	FATHER	CN
289.5	1.5	CHINESE	CN
291.0	1.5	SLEEP	CN
292.5	1.5	EAT	CN
294.0	1.5	SUBWAY	CN
295.5	1.5	ART	CN
297.0	1.5	RUN	CN
298.5	1.5	MUSIC	CN
300.0	1.5	CLASSMATE	CN
301.5	1.5	FRUIT	CN
303.0	1.5	FATHER	CN
304.5	1.5	TV	CN
306.0	1.5	BREAD	CN
307.5	1.5	VEGETABLE	CN
309.0	1.5	MUSIC	CN
310.5	1.5	RICE	CN
312.0	1.5	TEACHER	CN
313.5	1.5	SPORT	CN
315.0	1.5	EAT	CN
316.5	1.5	CAR	CN
318.0	1.5	MOTHER	CN
319.5	1.5	PHONE	CN
321.0	1.5	DRINK	CN
322.5	1.5	RUN	CN
324.0	1.5	CHINESE	CN
325.5	1.5	SLEEP	CN
327.0	1.5	ART	CN
328.5	1.5	SUBWAY	CN
330.0	1.5	CHINA	CN
331.5	1.5	APPLE	CN
333.0	1.5	MORNING	CN
334.5	1.5	BOOK	CN
336.0	1.5	MOUTH	CN
337.5	1.5	AFTERNOON	CN
339.0	1.5	BOOK	CN
340.5	1.5	EVENING	CN
342.0	1.5	APPLE	CN
343.5	1.5	EAR	CN
345.0	1.5	PARK	CN
346.5	1.5	MOUTH	CN
348.0	1.5	CHINA	CN
349.5	1.5	NOSE	CN
351.0	1.5	MORNING	CN
352.5	1.5	BOOK	CN
354.0	1.5	EAR	CN
355.5	1.5	EVENING	CN
357.0	1.5	APPLE	CN
358.5	1.5	AFTERNOON	CN
360.0	1.5	BREAD	CN
361.5	1.5	MOTHER	CN
363.0	1.5	CLASSMATE	CN
364.5	1.5	TEACHER	CN
366.0	1.5	FATHER	CN
367.5	1.5	FRUIT	CN
369.0	1.5	VEGETABLE	CN
370.5	1.5	RICE	CN
372.0	1.5	SUBWAY	CN
373.5	1.5	MUSIC	CN
375.0	1.5	CAR	CN
376.5	1.5	TV	CN
378.0	1.5	PHONE	CN
379.5	1.5	CHINESE	CN
381.0	1.5	ART	CN
382.5	1.5	DRINK	CN
384.0	1.5	SPORT	CN
385.5	1.5	EAT	CN
387.0	1.5	VEGETABLE	CN
388.5	1.5	RUN	CN
390.0	1.5	CLASSMATE	CN
391.5	1.5	CAR	CN
393.0	1.5	SLEEP	CN
394.5	1.5	RICE	CN
396.0	1.5	TEACHER	CN
397.5	1.5	TV	CN
399.0	1.5	MUSIC	CN
400.5	1.5	SUBWAY	CN
402.0	1.5	ART	CN
403.5	1.5	BREAD	CN
405.0	1.5	SPORT	CN
406.5	1.5	FRUIT	CN
408.0	1.5	CHINESE	CN
409.5	1.5	PHONE	CN
411.0	1.5	RUN	CN
412.5	1.5	MOTHER	CN
414.0	1.5	DRINK	CN
415.5	1.5	EAT	CN
417.0	1.5	SLEEP	CN
418.5	1.5	FATHER	CN
420.0	1.5	BREAD	CN
421.5	1.5	VEGETABLE	CN
423.0	1.5	CLASSMATE	CN
424.5	1.5	TV	CN
426.0	1.5	MOTHER	CN
427.5	1.5	TEACHER	CN
429.0	1.5	FRUIT	CN
430.5	1.5	RICE	CN
432.0	1.5	CAR	CN
433.5	1.5	SPORT	CN
435.0	1.5	PHONE	CN
436.5	1.5	FATHER	CN
438.0	1.5	CHINESE	CN
439.5	1.5	EAT	CN
441.0	1.5	SUBWAY	CN
442.5	1.5	SLEEP	CN
444.0	1.5	MUSIC	CN
445.5	1.5	ART	CN
447.0	1.5	RUN	CN
448.5	1.5	DRINK	CN
450.0	1.5	CLASSMATE	CN
451.5	1.5	RICE	CN
453.0	1.5	TV	CN
454.5	1.5	FRUIT	CN
456.0	1.5	FATHER	CN
457.5	1.5	VEGETABLE	CN
459.0	1.5	MOTHER	CN
460.5	1.5	MUSIC	CN
462.0	1.5	TEACHER	CN
463.5	1.5	BREAD	CN
465.0	1.5	SPORT	CN
466.5	1.5	EAT	CN
468.0	1.5	CHINESE	CN
469.5	1.5	CAR	CN
471.0	1.5	PHONE	CN
472.5	1.5	DRINK	CN
474.0	1.5	SUBWAY	CN
475.5	1.5	RUN	CN
477.0	1.5	ART	CN
478.5	1.5	SLEEP	CN
480.0	1.5	APPLE	CN
481.5	1.5	PARK	CN
483.0	1.5	MORNING	CN
484.5	1.5	BOOK	CN
486.0	1.5	CHINA	CN
487.5	1.5	AFTERNOON	CN
489.0	1.5	NOSE	CN
490.5	1.5	MOUTH	CN
492.0	1.5	EVENING	CN
493.5	1.5	EAR	CN
495.0	1.5	MORNING	CN
496.5	1.5	PARK	CN
498.0	1.5	CHINA	CN
499.5	1.5	MOUTH	CN
501.0	1.5	AFTERNOON	CN
502.5	1.5	NOSE	CN
504.0	1.5	BOOK	CN
505.5	1.5	EVENING	CN
507.0	1.5	APPLE	CN
508.5	1.5	EAR	CN
510.0	1.5	PARK	CN
511.5	1.5	MOUTH	CN
513.0	1.5	CHINA	CN
514.5	1.5	NOSE	CN
516.0	1.5	MORNING	CN
517.5	1.5	AFTERNOON	CN
519.0	1.5	BOOK	CN
520.5	1.5	EAR	CN
522.0	1.5	APPLE	CN
523.5	1.5	EVENING	CN
525.0	1.5	MOTHER	CN
526.5	1.5	FATHER	CN
528.0	1.5	CLASSMATE	CN
529.5	1.5	TEACHER	CN
531.0	1.5	BREAD	CN
532.5	1.5	FRUIT	CN
534.0	1.5	VEGETABLE	CN
535.5	1.5	RICE	CN
537.0	1.5	CAR	CN
538.5	1.5	TV	CN
540.0	1.5	PHONE	CN
541.5	1.5	SUBWAY	CN
543.0	1.5	MUSIC	CN
544.5	1.5	CHINESE	CN
546.0	1.5	SPORT	CN
547.5	1.5	ART	CN
549.0	1.5	DRINK	CN
550.5	1.5	EAT	CN
552.0	1.5	RUN	CN
553.5	1.5	SLEEP	CN
555.0	1.5	CLASSMATE	CN
556.5	1.5	VEGETABLE	CN
558.0	1.5	CAR	CN
559.5	1.5	TEACHER	CN
561.0	1.5	TV	CN
562.5	1.5	RICE	CN
564.0	1.5	SUBWAY	CN
565.5	1.5	MUSIC	CN
567.0	1.5	FRUIT	CN
568.5	1.5	CHINESE	CN
570.0	1.5	PHONE	CN
571.5	1.5	BREAD	CN
573.0	1.5	SPORT	CN
574.5	1.5	ART	CN
576.0	1.5	RUN	CN
577.5	1.5	MOTHER	CN
579.0	1.5	DRINK	CN
580.5	1.5	EAT	CN
582.0	1.5	SLEEP	CN
583.5	1.5	FATHER	CN
585.0	1.5	BREAD	CN
586.5	1.5	VEGETABLE	CN
588.0	1.5	CLASSMATE	CN
589.5	1.5	TV	CN
591.0	1.5	MOTHER	CN
592.5	1.5	TEACHER	CN
594.0	1.5	FRUIT	CN
595.5	1.5	RICE	CN
597.0	1.5	CAR	CN
598.5	1.5	SPORT	CN
600.0	1.5	PHONE	CN
601.5	1.5	FATHER	CN
603.0	1.5	CHINESE	CN
604.5	1.5	EAT	CN
606.0	1.5	SUBWAY	CN
607.5	1.5	SLEEP	CN
609.0	1.5	MUSIC	CN
610.5	1.5	ART	CN
612.0	1.5	RUN	CN
613.5	1.5	DRINK	CN
615.0	1.5	MOTHER	CN
616.5	1.5	RICE	CN
618.0	1.5	CAR	CN
619.5	1.5	CLASSMATE	CN
621.0	1.5	VEGETABLE	CN
622.5	1.5	FATHER	CN
624.0	1.5	TEACHER	CN
625.5	1.5	FRUIT	CN
627.0	1.5	RUN	CN
628.5	1.5	TV	CN
630.0	1.5	PHONE	CN
631.5	1.5	EAT	CN
633.0	1.5	ART	CN
634.5	1.5	MUSIC	CN
636.0	1.5	SUBWAY	CN
637.5	1.5	SLEEP	CN
639.0	1.5	BREAD	CN
640.5	1.5	SPORT	CN
642.0	1.5	CHINESE	CN
643.5	1.5	DRINK	CN
645.0	1.5	APPLE	CN
646.5	1.5	PARK	CN
648.0	1.5	MORNING	CN
649.5	1.5	BOOK	CN
651.0	1.5	CHINA	CN
652.5	1.5	AFTERNOON	CN
654.0	1.5	NOSE	CN
655.5	1.5	MOUTH	CN
657.0	1.5	EVENING	CN
658.5	1.5	EAR	CN
660.0	1.5	MORNING	CN
661.5	1.5	PARK	CN
663.0	1.5	CHINA	CN
664.5	1.5	MOUTH	CN
666.0	1.5	AFTERNOON	CN
667.5	1.5	NOSE	CN
669.0	1.5	BOOK	CN
670.5	1.5	EVENING	CN
672.0	1.5	APPLE	CN
673.5	1.5	EAR	CN
675.0	1.5	PARK	CN
676.5	1.5	MOUTH	CN
678.0	1.5	CHINA	CN
679.5	1.5	NOSE	CN
681.0	1.5	MORNING	CN
682.5	1.5	AFTERNOON	CN
684.0	1.5	BOOK	CN
685.5	1.5	EAR	CN
687.0	1.5	APPLE	CN
688.5	1.5	EVENING	CN
690.0	1.5	MOTHER	CN
691.5	1.5	FATHER	CN
693.0	1.5	CLASSMATE	CN
694.5	1.5	TEACHER	CN
696.0	1.5	BREAD	CN
697.5	1.5	FRUIT	CN
699.0	1.5	VEGETABLE	CN
700.5	1.5	RICE	CN
702.0	1.5	CAR	CN
703.5	1.5	TV	CN
705.0	1.5	PHONE	CN
706.5	1.5	SUBWAY	CN
708.0	1.5	MUSIC	CN
709.5	1.5	CHINESE	CN
711.0	1.5	SPORT	CN
712.5	1.5	ART	CN
714.0	1.5	DRINK	CN
715.5	1.5	EAT	CN
717.0	1.5	RUN	CN
718.5	1.5	SLEEP	CN
720.0	1.5	CLASSMATE	CN
721.5	1.5	VEGETABLE	CN
723.0	1.5	CAR	CN
724.5	1.5	TEACHER	CN
726.0	1.5	TV	CN
727.5	1.5	RICE	CN
729.0	1.5	SUBWAY	CN
730.5	1.5	MUSIC	CN
732.0	1.5	FRUIT	CN
733.5	1.5	CHINESE	CN
735.0	1.5	PHONE	CN
736.5	1.5	BREAD	CN
738.0	1.5	SPORT	CN
739.5	1.5	ART	CN
741.0	1.5	RUN	CN
742.5	1.5	MOTHER	CN
744.0	1.5	DRINK	CN
745.5	1.5	EAT	CN
747.0	1.5	SLEEP	CN
748.5	1.5	FATHER	CN
750.0	1.5	BREAD	CN
751.5	1.5	VEGETABLE	CN
753.0	1.5	CLASSMATE	CN
754.5	1.5	TV	CN
756.0	1.5	MOTHER	CN
757.5	1.5	TEACHER	CN
759.0	1.5	FRUIT	CN
760.5	1.5	RICE	CN
762.0	1.5	CAR	CN
763.5	1.5	SPORT	CN
765.0	1.5	PHONE	CN
766.5	1.5	FATHER	CN
768.0	1.5	CHINESE	CN
769.5	1.5	EAT	CN
771.0	1.5	SUBWAY	CN
772.5	1.5	SLEEP	CN
774.0	1.5	MUSIC	CN
775.5	1.5	ART	CN
777.0	1.5	RUN	CN
778.5	1.5	DRINK	CN
780.0	1.5	FATHER	CN
781.5	1.5	BREAD	CN
783.0	1.5	CLASSMATE	CN
784.5	1.5	TV	CN
786.0	1.5	FRUIT	CN
787.5	1.5	VEGETABLE	CN
789.0	1.5	MOTHER	CN
790.5	1.5	MUSIC	CN
792.0	1.5	SPORT	CN
793.5	1.5	TEACHER	CN
795.0	1.5	RICE	CN
796.5	1.5	EAT	CN
798.0	1.5	CAR	CN
799.5	1.5	PHONE	CN
801.0	1.5	DRINK	CN
802.5	1.5	ART	CN
804.0	1.5	SUBWAY	CN
805.5	1.5	CHINESE	CN
807.0	1.5	SLEEP	CN
808.5	1.5	BOOK	CN
810.0	1.5	APPLE	CN
811.5	1.5	EAR	CN
813.0	1.5	MORNING	CN
814.5	1.5	CHINA	CN
816.0	1.5	AFTERNOON	CN
817.5	1.5	NOSE	CN
819.0	1.5	MOUTH	CN
820.5	1.5	PARK	CN
822.0	1.5	EVENING	CN
823.5	1.5	MORNING	CN
825.0	1.5	PARK	CN
826.5	1.5	CHINA	CN
828.0	1.5	MOUTH	CN
829.5	1.5	AFTERNOON	CN
831.0	1.5	NOSE	CN
832.5	1.5	BOOK	CN
834.0	1.5	EVENING	CN
835.5	1.5	APPLE	CN
837.0	1.5	EAR	CN
838.5	1.5	PARK	CN
840.0	1.5	MOUTH	CN
841.5	1.5	CHINA	CN
843.0	1.5	NOSE	CN
844.5	1.5	MORNING	CN
846.0	1.5	AFTERNOON	CN
847.5	1.5	BOOK	CN
849.0	1.5	EAR	CN
850.5	1.5	APPLE	CN
852.0	1.5	EVENING	CN
853.5	1.5	FATHER	CN
855.0	1.5	MOTHER	CN
856.5	1.5	TEACHER	CN
858.0	1.5	CLASSMATE	CN
859.5	1.5	FRUIT	CN
861.0	1.5	VEGETABLE	CN
862.5	1.5	RICE	CN
864.0	1.5	BREAD	CN
865.5	1.5	CAR	CN
867.0	1.5	PHONE	CN
868.5	1.5	SUBWAY	CN
870.0	1.5	TV	CN
871.5	1.5	CHINESE	CN
873.0	1.5	MUSIC	CN
874.5	1.5	ART	CN
876.0	1.5	SPORT	CN
877.5	1.5	RUN	CN
879.0	1.5	SLEEP	CN
880.5	1.5	EAT	CN
882.0	1.5	DRINK	CN
883.5	1.5	CLASSMATE	CN
885.0	1.5	VEGETABLE	CN
886.5	1.5	TEACHER	CN
888.0	1.5	CAR	CN
889.5	1.5	RICE	CN
891.0	1.5	TV	CN
892.5	1.5	SUBWAY	CN
894.0	1.5	PHONE	CN
895.5	1.5	FRUIT	CN
897.0	1.5	MUSIC	CN
898.5	1.5	CHINESE	CN
900.0	1.5	BREAD	CN
901.5	1.5	SPORT	CN
903.0	1.5	ART	CN
904.5	1.5	MOTHER	CN
906.0	1.5	RUN	CN
907.5	1.5	DRINK	CN
909.0	1.5	EAT	CN
910.5	1.5	VEGETABLE	CN
912.0	1.5	FATHER	CN
913.5	1.5	BREAD	CN
915.0	1.5	SLEEP	CN
916.5	1.5	TV	CN
918.0	1.5	CLASSMATE	CN
919.5	1.5	MOTHER	CN
921.0	1.5	TEACHER	CN
922.5	1.5	FRUIT	CN
924.0	1.5	RICE	CN
925.5	1.5	CAR	CN
927.0	1.5	SPORT	CN
928.5	1.5	PHONE	CN
930.0	1.5	DRINK	CN
931.5	1.5	FATHER	CN
933.0	1.5	CHINESE	CN
934.5	1.5	SLEEP	CN
936.0	1.5	EAT	CN
937.5	1.5	SUBWAY	CN
939.0	1.5	ART	CN
940.5	1.5	RUN	CN
942.0	1.5	MUSIC	CN
943.5	1.5	CLASSMATE	CN
945.0	1.5	FRUIT	CN
946.5	1.5	FATHER	CN
948.0	1.5	TV	CN
949.5	1.5	BREAD	CN
951.0	1.5	VEGETABLE	CN
952.5	1.5	MUSIC	CN
954.0	1.5	RICE	CN
955.5	1.5	TEACHER	CN
957.0	1.5	SPORT	CN
958.5	1.5	EAT	CN
960.0	1.5	CAR	CN
961.5	1.5	MOTHER	CN
963.0	1.5	PHONE	CN
964.5	1.5	DRINK	CN
966.0	1.5	RUN	CN
967.5	1.5	CHINESE	CN
969.0	1.5	SLEEP	CN
970.5	1.5	ART	CN
972.0	1.5	SUBWAY	CN
973.5	1.5	CHINA	CN
975.0	1.5	APPLE	CN
976.5	1.5	MORNING	CN
978.0	1.5	BOOK	CN
979.5	1.5	MOUTH	CN
981.0	1.5	AFTERNOON	CN
982.5	1.5	PARK	CN
984.0	1.5	NOSE	CN
985.5	1.5	EVENING	CN
987.0	1.5	EAR	CN
988.5	1.5	MORNING	CN
990.0	1.5	NOSE	CN
991.5	1.5	PARK	CN
993.0	1.5	CHINA	CN
994.5	1.5	MOUTH	CN
996.0	1.5	AFTERNOON	CN
997.5	1.5	BOOK	CN
999.0	1.5	EVENING	CN
1000.5	1.5	APPLE	CN
1002.0	1.5	EAR	CN
1003.5	1.5	PARK	CN
1005.0	1.5	MOUTH	CN
1006.5	1.5	CHINA	CN
1008.0	1.5	NOSE	CN
1009.5	1.5	MORNING	CN
1011.0	1.5	BOOK	CN
1012.5	1.5	EAR	CN
1014.0	1.5	EVENING	CN
1015.5	1.5	APPLE	CN
1017.0	1.5	AFTERNOON	CN
1018.5	1.5	BREAD	CN
1020.0	1.5	MOTHER	CN
1021.5	1.5	CLASSMATE	CN
1023.0	1.5	TEACHER	CN
1024.5	1.5	FATHER	CN
1026.0	1.5	FRUIT	CN
1027.5	1.5	VEGETABLE	CN
1029.0	1.5	RICE	CN
1030.5	1.5	SUBWAY	CN
1032.0	1.5	MUSIC	CN
1033.5	1.5	CAR	CN
1035.0	1.5	TV	CN
1036.5	1.5	PHONE	CN
1038.0	1.5	CHINESE	CN
1039.5	1.5	ART	CN
1041.0	1.5	DRINK	CN
1042.5	1.5	SPORT	CN
1044.0	1.5	EAT	CN
1045.5	1.5	VEGETABLE	CN
1047.0	1.5	RUN	CN
1048.5	1.5	CLASSMATE	CN
1050.0	1.5	CAR	CN
1051.5	1.5	SLEEP	CN
1053.0	1.5	RICE	CN
1054.5	1.5	TEACHER	CN
1056.0	1.5	TV	CN
1057.5	1.5	MUSIC	CN
1059.0	1.5	SUBWAY	CN
1060.5	1.5	ART	CN
1062.0	1.5	BREAD	CN
1063.5	1.5	SPORT	CN
1065.0	1.5	FRUIT	CN
1066.5	1.5	CHINESE	CN
1068.0	1.5	PHONE	CN
1069.5	1.5	RUN	CN
1071.0	1.5	MOTHER	CN
1072.5	1.5	DRINK	CN
1074.0	1.5	EAT	CN
1075.5	1.5	SLEEP	CN
1077.0	1.5	FATHER	CN
1078.5	1.5	BREAD	CN
1080.0	1.5	VEGETABLE	CN
1081.5	1.5	CLASSMATE	CN
1083.0	1.5	TV	CN
1084.5	1.5	MOTHER	CN
1086.0	1.5	TEACHER	CN
1087.5	1.5	FRUIT	CN
1089.0	1.5	RICE	CN
1090.5	1.5	CAR	CN
1092.0	1.5	SPORT	CN
1093.5	1.5	PHONE	CN
1095.0	1.5	FATHER	CN
1096.5	1.5	CHINESE	CN
1098.0	1.5	EAT	CN
1099.5	1.5	SUBWAY	CN
1101.0	1.5	SLEEP	CN
1102.5	1.5	MUSIC	CN
1104.0	1.5	ART	CN
1105.5	1.5	RUN	CN
1107.0	1.5	DRINK	CN
1108.5	1.5	CLASSMATE	CN
1110.0	1.5	RICE	CN
1111.5	1.5	TV	CN
1113.0	1.5	FRUIT	CN
1114.5	1.5	FATHER	CN
1116.0	1.5	VEGETABLE	CN
1117.5	1.5	MOTHER	CN
1119.0	1.5	MUSIC	CN
1120.5	1.5	TEACHER	CN
1122.0	1.5	BREAD	CN
1123.5	1.5	SPORT	CN
1125.0	1.5	EAT	CN
1126.5	1.5	CHINESE	CN
1128.0	1.5	CAR	CN
1129.5	1.5	PHONE	CN
1131.0	1.5	DRINK	CN
1132.5	1.5	SUBWAY	CN
1134.0	1.5	RUN	CN
1135.5	1.5	ART	CN
1137.0	1.5	SLEEP	CN
1138.5	1.5	APPLE	CN
1140.0	1.5	PARK	CN
1141.5	1.5	MORNING	CN
1143.0	1.5	BOOK	CN
1144.5	1.5	CHINA	CN
1146.0	1.5	AFTERNOON	CN
1147.5	1.5	NOSE	CN
1149.0	1.5	MOUTH	CN
1150.5	1.5	EVENING	CN
1152.0	1.5	EAR	CN
1153.5	1.5	MORNING	CN
1155.0	1.5	PARK	CN
1156.5	1.5	CHINA	CN
1158.0	1.5	MOUTH	CN
1159.5	1.5	AFTERNOON	CN
1161.0	1.5	NOSE	CN
1162.5	1.5	BOOK	CN
1164.0	1.5	EVENING	CN
1165.5	1.5	APPLE	CN
1167.0	1.5	EAR	CN
1168.5	1.5	PARK	CN
1170.0	1.5	MOUTH	CN
1171.5	1.5	CHINA	CN
1173.0	1.5	NOSE	CN
1174.5	1.5	MORNING	CN
1176.0	1.5	AFTERNOON	CN
1177.5	1.5	BOOK	CN
1179.0	1.5	EAR	CN
1180.5	1.5	APPLE	CN
1182.0	1.5	EVENING	CN
1183.5	1.5	MOTHER	CN
1185.0	1.5	FATHER	CN
1186.5	1.5	CLASSMATE	CN
1188.0	1.5	TEACHER	CN
1189.5	1.5	BREAD	CN
1191.0	1.5	FRUIT	CN
1192.5	1.5	VEGETABLE	CN
1194.0	1.5	RICE	CN
1195.5	1.5	CAR	CN
1197.0	1.5	TV	CN
1198.5	1.5	PHONE	CN
1200.0	1.5	SUBWAY	CN
1201.5	1.5	MUSIC	CN
1203.0	1.5	CHINESE	CN
1204.5	1.5	SPORT	CN
1206.0	1.5	ART	CN
1207.5	1.5	DRINK	CN
1209.0	1.5	EAT	CN
1210.5	1.5	RUN	CN
1212.0	1.5	SLEEP	CN
1213.5	1.5	CLASSMATE	CN
1215.0	1.5	VEGETABLE	CN
1216.5	1.5	CAR	CN
1218.0	1.5	TEACHER	CN
1219.5	1.5	TV	CN
1221.0	1.5	RICE	CN
1222.5	1.5	SUBWAY	CN
1224.0	1.5	MUSIC	CN
1225.5	1.5	FRUIT	CN
1227.0	1.5	CHINESE	CN
1228.5	1.5	PHONE	CN
1230.0	1.5	BREAD	CN
1231.5	1.5	SPORT	CN
1233.0	1.5	ART	CN
1234.5	1.5	RUN	CN
1236.0	1.5	MOTHER	CN
1237.5	1.5	DRINK	CN
1239.0	1.5	EAT	CN
1240.5	1.5	SLEEP	CN
1242.0	1.5	FATHER	CN
1243.5	1.5	BREAD	CN
1245.0	1.5	VEGETABLE	CN
1246.5	1.5	CLASSMATE	CN
1248.0	1.5	TV	CN
1249.5	1.5	MOTHER	CN
1251.0	1.5	TEACHER	CN
1252.5	1.5	FRUIT	CN
1254.0	1.5	RICE	CN
1255.5	1.5	CAR	CN
1257.0	1.5	SPORT	CN
1258.5	1.5	PHONE	CN
1260.0	1.5	FATHER	CN
1261.5	1.5	CHINESE	CN
1263.0	1.5	EAT	CN
1264.5	1.5	SUBWAY	CN
1266.0	1.5	SLEEP	CN
1267.5	1.5	MUSIC	CN
1269.0	1.5	ART	CN
