onset	duration	trial_type	language
1270.5	1.5	RUN	CN
1272.0	1.5	DRINK	CN
1273.5	1.5	MOTHER	CN
1275.0	1.5	RICE	CN
1276.5	1.5	CAR	CN
1278.0	1.5	CLASSMATE	CN
1279.5	1.5	VEGETABLE	CN
1281.0	1.5	FATHER	CN
1282.5	1.5	TEACHER	CN
1284.0	1.5	FRUIT	CN
1285.5	1.5	RUN	CN
1287.0	1.5	TV	CN
1288.5	1.5	PHONE	CN
1290.0	1.5	EAT	CN
1291.5	1.5	ART	CN
1293.0	1.5	MUSIC	CN
1294.5	1.5	SUBWAY	CN
1296.0	1.5	SLEEP	CN
1297.5	1.5	BREAD	CN
1299.0	1.5	SPORT	CN
1300.5	1.5	CHINESE	CN
