onset	duration	trial_type	language
252.0	1.5	6	DIGIT
253.5	1.5	4	DIGIT
255.0	1.5	5	DIGIT
256.5	1.5	2	DIGIT
258.0	1.5	7	DIGIT
259.5	1.5	8	DIGIT
261.0	1.5	1	DIGIT
262.5	1.5	9	DIGIT
264.0	1.5	8	DIGIT
265.5	1.5	6	DIGIT
267.0	1.5	3	DIGIT
268.5	1.5	0	DIGIT
270.0	1.5	5	DIGIT
271.5	1.5	0	DIGIT
273.0	1.5	7	DIGIT
274.5	1.5	2	DIGIT
276.0	1.5	1	DIGIT
277.5	1.5	9	DIGIT
279.0	1.5	4	DIGIT
280.5	1.5	3	DIGIT
282.0	1.5	6	DIGIT
283.5	1.5	4	DIGIT
285.0	1.5	2	DIGIT
286.5	1.5	5	DIGIT
288.0	1.5	8	DIGIT
289.5	1.5	7	DIGIT
291.0	1.5	1	DIGIT
292.5	1.5	9	DIGIT
294.0	1.5	8	DIGIT
295.5	1.5	0	DIGIT
297.0	1.5	3	DIGIT
298.5	1.5	6	DIGIT
300.0	1.5	4	DIGIT
301.5	1.5	2	DIGIT
303.0	1.5	1	DIGIT
304.5	1.5	7	DIGIT
306.0	1.5	9	DIGIT
307.5	1.5	6	DIGIT
309.0	1.5	0	DIGIT
310.5	1.5	8	DIGIT
312.0	1.5	1	DIGIT
313.5	1.5	3	DIGIT
315.0	1.5	1	DIGIT
316.5	1.5	4	DIGIT
318.0	1.5	9	DIGIT
319.5	1.5	0	DIGIT
321.0	1.5	2	DIGIT
322.5	1.5	5	DIGIT
324.0	1.5	3	DIGIT
325.5	1.5	7	DIGIT
327.0	1.5	8	DIGIT
328.5	1.5	6	DIGIT
330.0	1.5	4	DIGIT
331.5	1.5	3	DIGIT
333.0	1.5	9	DIGIT
334.5	1.5	1	DIGIT
336.0	1.5	2	DIGIT
337.5	1.5	5	DIGIT
339.0	1.5	0	DIGIT
340.5	1.5	8	DIGIT
342.0	1.5	7	DIGIT
343.5	1.5	6	DIGIT
345.0	1.5	9	DIGIT
346.5	1.5	3	DIGIT
348.0	1.5	7	DIGIT
349.5	1.5	1	DIGIT
351.0	1.5	6	DIGIT
352.5	1.5	2	DIGIT
354.0	1.5	5	DIGIT
355.5	1.5	4	DIGIT
357.0	1.5	0	DIGIT
358.5	1.5	8	DIGIT
360.0	1.5	0	DIGIT
361.5	1.5	1	DIGIT
363.0	1.5	2	DIGIT
364.5	1.5	3	DIGIT
366.0	1.5	4	DIGIT
367.5	1.5	5	DIGIT
369.0	1.5	6	DIGIT
370.5	1.5	7	DIGIT
372.0	1.5	8	DIGIT
373.5	1.5	9	DIGIT
375.0	1.5	2	DIGIT
376.5	1.5	4	DIGIT
378.0	1.5	5	DIGIT
379.5	1.5	7	DIGIT
381.0	1.5	1	DIGIT
382.5	1.5	9	DIGIT
384.0	1.5	8	DIGIT
385.5	1.5	0	DIGIT
387.0	1.5	3	DIGIT
388.5	1.5	6	DIGIT
390.0	1.5	4	DIGIT
391.5	1.5	2	DIGIT
393.0	1.5	1	DIGIT
394.5	1.5	7	DIGIT
396.0	1.5	9	DIGIT
397.5	1.5	6	DIGIT
399.0	1.5	0	DIGIT
400.5	1.5	8	DIGIT
402.0	1.5	1	DIGIT
403.5	1.5	3	DIGIT
405.0	1.5	1	DIGIT
406.5	1.5	4	DIGIT
408.0	1.5	9	DIGIT
409.5	1.5	0	DIGIT
411.0	1.5	2	DIGIT
412.5	1.5	5	DIGIT
414.0	1.5	3	DIGIT
415.5	1.5	7	DIGIT
417.0	1.5	8	DIGIT
418.5	1.5	6	DIGIT
420.0	1.5	2	DIGIT
421.5	1.5	3	DIGIT
423.0	1.5	7	DIGIT
424.5	1.5	1	DIGIT
426.0	1.5	6	DIGIT
427.5	1.5	0	DIGIT
429.0	1.5	5	DIGIT
430.5	1.5	4	DIGIT
432.0	1.5	9	DIGIT
433.5	1.5	8	DIGIT
435.0	1.5	1	DIGIT
436.5	1.5	9	DIGIT
438.0	1.5	4	DIGIT
439.5	1.5	5	DIGIT
441.0	1.5	0	DIGIT
442.5	1.5	2	DIGIT
444.0	1.5	3	DIGIT
445.5	1.5	7	DIGIT
447.0	1.5	8	DIGIT
448.5	1.5	6	DIGIT
450.0	1.5	2	DIGIT
451.5	1.5	0	DIGIT
453.0	1.5	5	DIGIT
454.5	1.5	3	DIGIT
456.0	1.5	1	DIGIT
457.5	1.5	7	DIGIT
459.0	1.5	9	DIGIT
460.5	1.5	4	DIGIT
462.0	1.5	6	DIGIT
463.5	1.5	8	DIGIT
465.0	1.5	2	DIGIT
466.5	1.5	4	DIGIT
468.0	1.5	5	DIGIT
469.5	1.5	9	DIGIT
471.0	1.5	7	DIGIT
472.5	1.5	1	DIGIT
474.0	1.5	0	DIGIT
475.5	1.5	8	DIGIT
477.0	1.5	3	DIGIT
478.5	1.5	1	DIGIT
480.0	1.5	4	DIGIT
481.5	1.5	6	DIGIT
483.0	1.5	7	DIGIT
484.5	1.5	2	DIGIT
486.0	1.5	9	DIGIT
487.5	1.5	6	DIGIT
489.0	1.5	0	DIGIT
490.5	1.5	3	DIGIT
492.0	1.5	8	DIGIT
493.5	1.5	1	DIGIT
495.0	1.5	4	DIGIT
496.5	1.5	1	DIGIT
498.0	1.5	0	DIGIT
499.5	1.5	9	DIGIT
501.0	1.5	2	DIGIT
502.5	1.5	7	DIGIT
504.0	1.5	5	DIGIT
505.5	1.5	3	DIGIT
507.0	1.5	6	DIGIT
508.5	1.5	8	DIGIT
510.0	1.5	8	DIGIT
511.5	1.5	1	DIGIT
513.0	1.5	3	DIGIT
514.5	1.5	2	DIGIT
516.0	1.5	4	DIGIT
517.5	1.5	5	DIGIT
519.0	1.5	0	DIGIT
520.5	1.5	6	DIGIT
522.0	1.5	9	DIGIT
523.5	1.5	7	DIGIT
525.0	1.5	9	DIGIT
526.5	1.5	1	DIGIT
528.0	1.5	2	DIGIT
529.5	1.5	0	DIGIT
531.0	1.5	7	DIGIT
532.5	1.5	4	DIGIT
534.0	1.5	6	DIGIT
535.5	1.5	5	DIGIT
537.0	1.5	8	DIGIT
538.5	1.5	3	DIGIT
540.0	1.5	7	DIGIT
541.5	1.5	8	DIGIT
543.0	1.5	0	DIGIT
544.5	1.5	5	DIGIT
546.0	1.5	2	DIGIT
547.5	1.5	3	DIGIT
549.0	1.5	1	DIGIT
550.5	1.5	6	DIGIT
552.0	1.5	4	DIGIT
553.5	1.5	9	DIGIT
555.0	1.5	5	DIGIT
556.5	1.5	2	DIGIT
558.0	1.5	4	DIGIT
559.5	1.5	1	DIGIT
561.0	1.5	7	DIGIT
562.5	1.5	9	DIGIT
564.0	1.5	0	DIGIT
565.5	1.5	8	DIGIT
567.0	1.5	3	DIGIT
568.5	1.5	4	DIGIT
570.0	1.5	6	DIGIT
571.5	1.5	2	DIGIT
573.0	1.5	7	DIGIT
574.5	1.5	1	DIGIT
576.0	1.5	9	DIGIT
577.5	1.5	0	DIGIT
579.0	1.5	8	DIGIT
580.5	1.5	6	DIGIT
582.0	1.5	1	DIGIT
583.5	1.5	3	DIGIT
585.0	1.5	4	DIGIT
586.5	1.5	0	DIGIT
588.0	1.5	9	DIGIT
589.5	1.5	1	DIGIT
591.0	1.5	5	DIGIT
592.5	1.5	7	DIGIT
594.0	1.5	3	DIGIT
595.5	1.5	2	DIGIT
597.0	1.5	8	DIGIT
598.5	1.5	6	DIGIT
600.0	1.5	5	DIGIT
601.5	1.5	0	DIGIT
603.0	1.5	4	DIGIT
604.5	1.5	7	DIGIT
606.0	1.5	2	DIGIT
607.5	1.5	1	DIGIT
609.0	1.5	9	DIGIT
610.5	1.5	3	DIGIT
612.0	1.5	6	DIGIT
613.5	1.5	4	DIGIT
615.0	1.5	5	DIGIT
616.5	1.5	2	DIGIT
618.0	1.5	7	DIGIT
619.5	1.5	8	DIGIT
621.0	1.5	1	DIGIT
622.5	1.5	9	DIGIT
624.0	1.5	8	DIGIT
625.5	1.5	6	DIGIT
627.0	1.5	3	DIGIT
628.5	1.5	0	DIGIT
630.0	1.5	5	DIGIT
631.5	1.5	0	DIGIT
633.0	1.5	7	DIGIT
634.5	1.5	2	DIGIT
636.0	1.5	1	DIGIT
637.5	1.5	9	DIGIT
639.0	1.5	4	DIGIT
640.5	1.5	3	DIGIT
642.0	1.5	6	DIGIT
643.5	1.5	4	DIGIT
645.0	1.5	2	DIGIT
646.5	1.5	5	DIGIT
648.0	1.5	8	DIGIT
649.5	1.5	7	DIGIT
651.0	1.5	1	DIGIT
652.5	1.5	9	DIGIT
654.0	1.5	8	DIGIT
655.5	1.5	0	DIGIT
657.0	1.5	3	DIGIT
658.5	1.5	6	DIGIT
660.0	1.5	4	DIGIT
661.5	1.5	2	DIGIT
663.0	1.5	1	DIGIT
664.5	1.5	7	DIGIT
666.0	1.5	9	DIGIT
667.5	1.5	6	DIGIT
669.0	1.5	0	DIGIT
670.5	1.5	8	DIGIT
672.0	1.5	1	DIGIT
673.5	1.5	3	DIGIT
675.0	1.5	1	DIGIT
676.5	1.5	4	DIGIT
678.0	1.5	9	DIGIT
679.5	1.5	0	DIGIT
681.0	1.5	2	DIGIT
682.5	1.5	5	DIGIT
684.0	1.5	3	DIGIT
685.5	1.5	7	DIGIT
687.0	1.5	8	DIGIT
688.5	1.5	6	DIGIT
690.0	1.5	4	DIGIT
691.5	1.5	3	DIGIT
693.0	1.5	9	DIGIT
694.5	1.5	1	DIGIT
696.0	1.5	2	DIGIT
697.5	1.5	5	DIGIT
699.0	1.5	0	DIGIT
700.5	1.5	8	DIGIT
702.0	1.5	7	DIGIT
703.5	1.5	6	DIGIT
705.0	1.5	9	DIGIT
706.5	1.5	3	DIGIT
708.0	1.5	7	DIGIT
709.5	1.5	1	DIGIT
711.0	1.5	6	DIGIT
712.5	1.5	2	DIGIT
714.0	1.5	5	DIGIT
715.5	1.5	4	DIGIT
717.0	1.5	0	DIGIT
718.5	1.5	8	DIGIT
